transaction_id,user_id,timestamp,amount,merchant_category,transaction_type,location,device_type,device_id,old_balance,new_balance,account_age_days,daily_transaction_count,fraud_label,fraud_type,time_since_last_transaction,is_foreign_transaction
TXN_4f68026400,USER_0026,2026-05-14 20:27:15.264006,1281.08,ENTERTAINMENT,BANK_TRANSFER,Hyderabad,Web,DEV_e5489e2d,3306.23,2025.15,2584,0,0,,,
TXN_9ab7968d24,USER_0027,2026-05-14 18:52:55.264019,2059.47,GROCERY,WALLET,Hyderabad,Web,DEV_b94aa513,383748.4,381688.93,600,0,0,,,
TXN_b5029b3f9a,USER_0028,2026-05-14 22:18:28.264034,556.78,SHOPPING,WALLET,Chennai,Android,DEV_e383172d,27660.45,27103.67,2448,0,0,,,
TXN_15260b43b7,USER_0029,2026-05-14 14:22:11.264051,84513.07,VENDOR,WALLET,Delhi,Web,DEV_bb6b80c7,650303.66,565790.59,3921,0,0,,,
TXN_59630283eb,USER_0030,2026-05-14 13:54:46.264063,2580.79,RECHARGE,CARD,Mumbai,iPhone,DEV_3c6729a6,29316.6,26735.81,3509,0,0,,,
TXN_2dce85d098,USER_0031,2026-05-14 13:43:59.264075,5528.62,BILLS,BANK_TRANSFER,Mumbai,Android,DEV_e584c1e8,797445.61,791916.99,3516,0,0,,,
TXN_bc27593ddd,USER_0032,2026-05-14 17:38:47.264087,1968.63,ENTERTAINMENT,CARD,Chennai,iPhone,DEV_c0d7da72,15398.03,13429.4,3659,0,0,,,
TXN_fe1faaca76,USER_0033,2026-05-14 19:46:39.264099,1376.61,BILLS,ATM,Delhi,Web,DEV_1c7f3ecc,490057.15,488680.54,486,0,0,,,
TXN_8b97d07d97,USER_0034,2026-05-14 16:15:35.264112,71635.78,LUXURY,CARD,Mumbai,Android,DEV_87f22bd9,1330250.84,1258615.06,1477,0,0,,,
TXN_4ab58eecc8,USER_0035,2026-05-14 23:27:27.264125,243.49,FOOD,UPI,Bangalore,Android,DEV_005866c0,7985.71,7742.22,3998,0,0,,,
TXN_3ceeb8b13e,USER_0036,2026-05-14 13:28:41.264138,784.85,FOOD,ATM,Hyderabad,Web,DEV_ed256e69,19527.63,18742.78,705,0,0,,,
TXN_e45a73e25a,USER_0037,2026-05-14 06:34:02.264151,25587.02,SERVICES,WALLET,Bangalore,iPhone,DEV_50c59523,4124716.64,4099129.62,1082,0,0,,,
TXN_3390b95e1e,USER_0038,2026-05-14 15:32:55.264166,690.49,FOOD,WALLET,Pune,Android,DEV_2bf0dfbf,40905.52,40215.03,2894,0,0,,,
TXN_ee1ab48c39,USER_0039,2026-05-14 22:06:08.264179,1134.91,BILLS,BANK_TRANSFER,Pune,iPhone,DEV_86bb50ee,102998.82,101863.91,2036,0,0,,,
TXN_08f1aa4c60,USER_0040,2026-05-14 20:06:20.264192,911.0,FOOD,CARD,Pune,Web,DEV_2e3edbee,12297.56,11386.56,520,0,0,,,
TXN_4dafb90603,USER_0041,2026-05-14 10:19:34.264207,4191.09,MEDICAL,ATM,Delhi,Android,DEV_2eb4f10d,257294.41,253103.32,121,0,0,,,
TXN_f4de99d204,USER_0042,2026-05-14 08:15:21.264219,9649.13,LUXURY,UPI,Kolkata,Web,DEV_00b4efd3,1032064.59,1022415.46,98,0,0,,,
TXN_86563b185c,USER_0043,2026-05-14 11:47:38.264233,535.73,SHOPPING,CARD,Kolkata,Web,DEV_fcea5d11,24839.9,24304.17,1272,0,0,,,
TXN_3de9828b14,USER_0044,2026-05-14 21:56:32.264248,5814.29,FOOD,ATM,Chennai,Android,DEV_47a6e081,154728.85,148914.56,1164,0,0,,,
TXN_8c16bc22c4,USER_0045,2026-05-14 14:15:22.264261,1101.47,FOOD,UPI,Chennai,iPhone,DEV_bd5ef3a1,15688.98,14587.51,726,0,0,,,
TXN_6db044e959,USER_0046,2026-05-14 01:13:19.264274,562.13,FOOD,WALLET,Mumbai,Web,DEV_988db6d1,15321.8,14759.67,3904,0,0,,,
TXN_76fcb660ba,USER_0047,2026-05-14 18:11:45.264288,335.44,SHOPPING,UPI,Kolkata,Web,DEV_649b743a,173470.64,173135.2,3434,0,0,,,
TXN_f8a538cf8c,USER_0048,2026-05-14 17:21:36.264304,911.61,TRAVEL,WALLET,Pune,Web,DEV_84130213,26170.87,25259.26,1971,0,0,,,
TXN_e87f3e507a,USER_0049,2026-05-14 11:51:47.264318,6486.21,TRAVEL,UPI,Hyderabad,iPhone,DEV_2eef78dd,105060.18,98573.97,2572,0,0,,,
TXN_e98e0c886a,USER_0050,2026-05-14 14:18:13.264331,1799.24,ENTERTAINMENT,ATM,Delhi,Android,DEV_525e9f39,22606.77,20807.53,3578,0,0,,,
TXN_b97c6b6d9f,USER_0051,2026-05-14 19:06:55.264345,307.07,ENTERTAINMENT,UPI,Bangalore,Web,DEV_1db7ed47,8449.05,8141.98,1462,0,1,DEVICE_TAKEOVER,,
TXN_fd876cc3e5,USER_0052,2026-05-14 20:30:09.264367,3560.9,MEDICAL,BANK_TRANSFER,Bangalore,Web,DEV_8b25fb0b,694937.36,691376.46,3823,0,0,,,
TXN_ef15ff2615,USER_0053,2026-05-14 20:00:30.264380,1927.3,RECHARGE,WALLET,Pune,Web,DEV_322a712e,12099.1,10171.8,2848,0,0,,,
TXN_1753b03072,USER_0054,2026-05-14 16:31:52.264393,1720.66,SHOPPING,UPI,Chennai,iPhone,DEV_64c82c83,180625.81,178905.15,3504,0,0,,,
TXN_b8d0b4e38e,USER_0055,2026-05-14 10:33:21.264407,12480.1,SHOPPING,UPI,Pune,Web,DEV_0d426b61,175989.66,163509.56,2201,0,0,,,
TXN_142e7feb64,USER_0056,2026-05-14 09:12:10.264422,580989.85,HOTELS,ATM,Chennai,Android,DEV_c5366119,4839327.45,4258337.6,1684,0,0,,,
TXN_85abc6ed87,USER_0057,2026-05-14 10:30:48.264435,1837.1,ENTERTAINMENT,CARD,Kolkata,iPhone,DEV_fa8661b6,3156.67,1319.57,3282,0,0,,,
TXN_823de371f1,USER_0058,2026-05-14 00:25:56.264451,444.56,FOOD,BANK_TRANSFER,Pune,Web,DEV_d7e4b431,22621.53,22176.97,497,0,0,,,
TXN_310fb8021a,USER_0059,2026-05-14 09:49:38.264466,10372.21,BILLS,UPI,Pune,Android,DEV_3e57135a,50750.07,40377.86,1041,0,0,,,
TXN_ddcc89a2b7,USER_0060,2026-05-14 09:25:13.264481,3820.54,SHOPPING,UPI,Bangalore,iPhone,DEV_79ee1013,84792.48,80971.94,3061,0,0,,,
TXN_f7b03a1ae5,USER_0061,2026-05-14 18:33:07.264493,2979.35,SHOPPING,ATM,Mumbai,iPhone,DEV_12538618,192213.49,189234.14,1500,0,0,,,
TXN_84066639bc,USER_0062,2026-05-14 10:00:42.264505,4125.8,GROCERY,WALLET,Mumbai,Android,DEV_97f1676e,203938.15,199812.35,872,0,0,,,
TXN_5d051f24c7,USER_0063,2026-05-14 11:48:43.264518,145414.16,FOOD,WALLET,Kolkata,Android,DEV_440b3ec9,167052.30000000002,21638.14,2805,0,1,ACCOUNT_DRAIN,,
TXN_d689b5f6de,USER_0064,2026-05-14 19:49:40.264536,7766.38,TRAVEL,ATM,Delhi,Web,DEV_eeacf963,50753.31,42986.93,3995,0,0,,,
TXN_a7de106e3d,USER_0065,2026-05-14 23:03:27.264549,2802.57,TRAVEL,CARD,Delhi,Android,DEV_72d0491a,70464.93,67662.36,1861,0,0,,,
TXN_f136e408c5,USER_0066,2026-05-14 12:30:21.264562,1323.63,BILLS,CARD,Chennai,iPhone,DEV_1ed765c3,781499.51,780175.88,3048,0,0,,,
TXN_8cb3af23fa,USER_0067,2026-05-14 18:34:15.264575,373.97,ENTERTAINMENT,ATM,Mumbai,Android,DEV_920230d9,8166.05,7792.08,3423,0,0,,,
TXN_2aa8ab8ab4,USER_0068,2026-05-14 20:35:57.264593,4348.16,FOOD,BANK_TRANSFER,Mumbai,iPhone,DEV_929ab083,162788.22,158440.06,3605,0,0,,,
TXN_65bc5d8292,USER_0069,2026-05-14 19:34:27.264605,2280.35,TRAVEL,UPI,Pune,Web,DEV_b3c68fbb,138358.97,136078.62,2656,0,0,,,
TXN_ce6ca29c46,USER_0070,2026-05-14 12:21:22.264618,14251.08,SHOPPING,BANK_TRANSFER,Bangalore,Android,DEV_0d7f5a25,32629.48,18378.4,2833,0,0,,,
TXN_1811cd435b,USER_0071,2026-05-14 14:50:31.264633,1493.37,BILLS,BANK_TRANSFER,Pune,iPhone,DEV_1066a264,685382.02,683888.65,746,0,0,,,
TXN_51757a5c4b,USER_0072,2026-05-14 17:13:07.264645,1944.05,FOOD,WALLET,Bangalore,Android,DEV_c50f998e,56285.56,54341.51,3069,0,0,,,
TXN_53d2c9b30b,USER_0073,2026-05-14 13:52:00.264658,9761.48,SHOPPING,ATM,Pune,Web,DEV_67067fcb,151046.08,141284.6,2034,0,0,,,
TXN_18feb0cabf,USER_0074,2026-05-14 13:19:09.264670,6329.96,SHOPPING,UPI,Mumbai,iPhone,DEV_261a7bda,156592.58,150262.62,2984,0,0,,,
TXN_0cab65448f,USER_0075,2026-05-14 20:29:34.264683,2288.39,BILLS,ATM,Hyderabad,iPhone,DEV_ac70d3b7,128648.71,126360.32,1393,0,0,,,
TXN_3773ceaf03,USER_0076,2026-05-14 18:01:06.264697,26406.56,TRANSFER,CARD,Delhi,iPhone,DEV_c47fd5fa,4157833.53,4131426.97,3603,0,0,,,
TXN_c115b9fd00,USER_0077,2026-05-14 21:23:08.264711,823.94,TRAVEL,CARD,Pune,Android,DEV_0b3a964d,52738.02,51914.08,3694,12,1,VELOCITY_FRAUD,9.0,
TXN_202a1dfe74,USER_0078,2026-05-14 12:22:52.264733,8738.26,TRAVEL,CARD,Chennai,Web,DEV_3a9c7b11,189934.11,181195.85,2357,0,0,,,
TXN_f94c934a82,USER_0079,2026-05-14 15:04:50.264747,777.51,RECHARGE,WALLET,Pune,Android,DEV_fb596114,27240.0,26462.49,2157,0,0,,,
TXN_6315c8183e,USER_0080,2026-05-14 10:07:54.264762,1236.86,SHOPPING,BANK_TRANSFER,Mumbai,Web,DEV_d7159a3c,67673.82,66436.96,526,0,0,,,
TXN_deb5007749,USER_0081,2026-05-14 19:42:09.264785,3349.88,BILLS,WALLET,Mumbai,Android,DEV_d4e71a9b,216983.72,213633.84,3253,0,0,,,
TXN_4dce7a0457,USER_0082,2026-05-14 18:59:09.264800,373.14,RECHARGE,BANK_TRANSFER,Chennai,Web,DEV_8527485d,4596.38,4223.24,3749,0,0,,,
TXN_f7950bb6f9,USER_0083,2026-05-14 13:45:56.264814,32601.15,SERVICES,UPI,Chennai,iPhone,DEV_4bed9f24,344566.15,311965.0,60,0,0,,,
TXN_77f48237a9,USER_0084,2026-05-14 08:55:08.264829,6819.17,TRAVEL,WALLET,Kolkata,iPhone,DEV_cb76ad60,194942.21,188123.04,2267,0,0,,,
TXN_8f8a2be0d3,USER_0085,2026-05-14 12:07:14.264843,846.0,TRAVEL,ATM,Chennai,iPhone,DEV_696f5730,92113.39,91267.39,3716,0,0,,,
TXN_0ece967b0c,USER_0086,2026-05-14 06:00:14.264857,53520.6,SERVICES,CARD,Mumbai,iPhone,DEV_2121a244,3399350.61,3345830.01,2229,0,0,,,
TXN_f14d9497ec,USER_0087,2026-05-14 15:56:41.264870,527.49,FOOD,BANK_TRANSFER,Mumbai,Web,DEV_076e20a1,176491.69,175964.2,1996,0,0,,,
TXN_e5d57d9267,USER_0088,2026-05-14 19:49:03.264887,10234.83,TRAVEL,ATM,Pune,Android,DEV_01b77163,102549.1,92314.27,3522,0,0,,,
TXN_8270c3aae2,USER_0089,2026-05-14 17:32:52.264900,1144.99,BILLS,BANK_TRANSFER,Hyderabad,iPhone,DEV_203d818b,189386.69,188241.7,1238,0,0,,,
TXN_8734e99627,USER_0090,2026-05-14 15:45:25.264914,2869.79,TRAVEL,BANK_TRANSFER,Chennai,Android,DEV_9fc39576,95790.53,92920.74,2671,0,0,,,
TXN_929df4be92,USER_0091,2026-05-14 12:18:00.264926,2342.87,BILLS,CARD,Hyderabad,iPhone,DEV_81b16f3c,144481.41,142138.54,3054,0,0,,,
TXN_671712c357,USER_0092,2026-05-14 07:13:51.264940,4360.92,SHOPPING,UPI,Delhi,iPhone,DEV_36ac7ad9,34131.0,29770.08,961,0,0,,,
TXN_10bf8732d1,USER_0093,2026-05-14 20:22:40.264954,1350.38,SHOPPING,WALLET,Hyderabad,Android,DEV_168ad075,182659.82,181309.44,195,0,0,,,
TXN_0f8f08cdba,USER_0094,2026-05-14 01:24:02.264971,232.79,ENTERTAINMENT,WALLET,Pune,iPhone,DEV_5e032eb0,22131.11,21898.32,956,0,1,DEVICE_TAKEOVER,,
TXN_8dbca8f530,USER_0095,2026-05-14 17:35:18.264994,3723.51,TRAVEL,WALLET,Kolkata,Web,DEV_e7c3b608,184616.55,180893.04,3474,0,0,,,
TXN_34727b2307,USER_0096,2026-05-14 11:00:15.265009,550.87,SHOPPING,UPI,Delhi,Android,DEV_4490918a,112160.28,111609.41,171,0,0,,,
TXN_d88b980411,USER_0097,2026-05-14 17:06:48.265022,474.83,FOOD,ATM,Kolkata,iPhone,DEV_29370a49,25972.51,25497.68,3245,0,0,,,
TXN_0c140a812e,USER_0098,2026-05-14 10:45:24.265039,1034.26,RECHARGE,BANK_TRANSFER,Chennai,Web,DEV_4ace2c3e,14977.55,13943.29,991,0,0,,,
TXN_0939e08ea8,USER_0099,2026-05-14 13:08:48.265054,1457.1,ENTERTAINMENT,BANK_TRANSFER,Hyderabad,Web,DEV_2b328692,25621.76,24164.66,609,0,0,,,
TXN_78b64a99cd,USER_0100,2026-05-14 22:55:54.265068,286.8,SHOPPING,ATM,Delhi,Web,DEV_3ed9edb5,26543.1,26256.3,1497,0,0,,,
TXN_f50d16f0ef,USER_0001,2026-05-14 13:26:38.265082,1906.69,BILLS,UPI,Mumbai,Android,DEV_aec95562,752359.36,750452.67,1737,1,0,,,
TXN_6b63690f94,USER_0002,2026-05-14 16:10:35.265096,9796.54,FOOD,UPI,Kolkata,Web,DEV_69f704db,102350.88,92554.34,2978,1,0,,,
TXN_ac72fcaeb7,USER_0003,2026-05-14 21:26:01.265109,305.79,RECHARGE,UPI,Delhi,iPhone,DEV_d4688355,13162.68,12856.89,2971,1,0,,,
TXN_9835978498,USER_0004,2026-05-14 08:57:59.265124,6723.04,BILLS,UPI,Delhi,Android,DEV_e0882e6a,32190.53,25467.49,3777,1,0,,,
TXN_99525580fc,USER_0005,2026-05-14 15:35:28.265138,4292.2,BILLS,ATM,Mumbai,iPhone,DEV_1b6fb007,98295.92,94003.72,681,1,0,,,
TXN_65d2e5481b,USER_0006,2026-05-14 12:49:24.265151,5023.19,BILLS,UPI,Mumbai,Web,DEV_0fc35bab,41720.42,36697.23,2982,1,0,,,
TXN_3ec9a84d64,USER_0007,2026-05-14 08:57:34.265168,5710.1,FOOD,CARD,Hyderabad,iPhone,DEV_13f456f4,186012.95,180302.85,3611,1,0,,,
TXN_6a32332da4,USER_0008,2026-05-14 16:59:01.265184,1267.3,FOOD,CARD,Kolkata,iPhone,DEV_0bb6d8c7,21013.59,19746.29,813,1,0,,,
TXN_6c37367046,USER_0009,2026-05-14 14:46:38.265199,1977.32,TRAVEL,ATM,Delhi,Android,DEV_df077dd0,104676.48,102699.16,2522,1,0,,,
TXN_3c3b21cb1c,USER_0010,2026-05-14 20:32:29.265214,7984.6,FOOD,CARD,Hyderabad,Android,DEV_021c4f51,48820.01,40835.41,305,1,0,,,
TXN_eb7c7b5125,USER_0011,2026-05-14 15:18:09.265227,1671.59,SHOPPING,UPI,Mumbai,Web,DEV_3aa97146,651.73,651.73,379,1,0,,,
TXN_d8599864ea,USER_0012,2026-05-14 23:15:36.265242,5198.95,TRAVEL,CARD,Chennai,Android,DEV_992510df,58194.77,52995.82,683,1,0,,,
TXN_f519e71462,USER_0013,2026-05-14 09:10:15.265255,935.53,TRAVEL,CARD,Hyderabad,Android,DEV_b50dc2fe,40729.32,39793.79,2223,1,0,,,
TXN_c5d0e860d3,USER_0014,2026-05-14 23:29:57.265271,2613.9,FOOD,CARD,Chennai,iPhone,DEV_3d8cde49,27329.28,24715.38,3324,1,0,,,
TXN_9be1cca686,USER_0015,2026-05-14 14:55:06.265285,146038.69,FOOD,ATM,Hyderabad,iPhone,DEV_f169c784,162873.65,16834.96,3131,1,1,ACCOUNT_DRAIN,,
TXN_cedd4802f8,USER_0016,2026-05-14 18:31:08.265303,214598.3,LUXURY,ATM,Pune,Web,DEV_7a5acffa,2913567.27,2698968.97,1112,1,0,,,
TXN_1400cf8000,USER_0017,2026-05-14 21:03:33.265319,1158.72,RECHARGE,CARD,Hyderabad,iPhone,DEV_776ae81a,10967.72,9809.0,2294,1,0,,,
TXN_4d8b9937cd,USER_0018,2026-05-14 21:36:40.265336,4541.42,SHOPPING,CARD,Mumbai,Web,DEV_bb788caf,163104.49,158563.07,2232,1,0,,,
TXN_6678951316,USER_0019,2026-05-14 08:58:42.265349,5377.2,BILLS,CARD,Hyderabad,Web,DEV_8d1c13a5,507860.9,502483.7,63,1,0,,,
TXN_35614e5c73,USER_0020,2026-05-14 12:18:26.265362,444557.46,SHOPPING,WALLET,Pune,Android,DEV_c3fe3b02,1013497.64,568940.18,2970,1,0,,,
TXN_b1a56760fa,USER_0021,2026-05-14 11:13:42.265378,355.5,SHOPPING,ATM,Kolkata,Android,DEV_c5f09385,4532.34,4176.84,3467,1,0,,,
TXN_7d676a627e,USER_0022,2026-05-14 21:11:18.265393,1769.93,FOOD,ATM,Pune,Android,DEV_ceb81a81,24538.75,22768.82,424,1,0,,,
TXN_d659ac0e71,USER_0023,2026-05-14 11:03:58.265407,77336.33,VENDOR,BANK_TRANSFER,Chennai,Android,DEV_5a6b7be8,1488968.89,1411632.56,3927,1,0,,,
TXN_dbaf0e9927,USER_0024,2026-05-14 07:07:35.265421,10437.76,SHOPPING,BANK_TRANSFER,Hyderabad,iPhone,DEV_5c2727b8,52222.0,41784.24,3774,1,0,,,
TXN_54313e8176,USER_0025,2026-05-14 09:34:42.265441,8802.85,FOOD,BANK_TRANSFER,Chennai,iPhone,DEV_1afe0fea,188910.32,180107.47,239,1,0,,,
TXN_4312f4ba60,USER_0026,2026-05-14 17:16:20.265456,1164.37,FOOD,UPI,Hyderabad,Web,DEV_e5489e2d,2025.15,860.78,2584,1,0,,,
TXN_d71ca3fd72,USER_0027,2026-05-14 17:36:33.265471,1708.12,BILLS,UPI,Hyderabad,Web,DEV_b94aa513,381688.93,379980.81,600,1,0,,,
TXN_344ed56c1b,USER_0028,2026-05-14 23:28:01.265487,838.47,RECHARGE,CARD,Chennai,Android,DEV_a32453e9,27103.67,26265.2,2448,1,0,,,
TXN_9a62d3bad0,USER_0029,2026-05-14 16:20:16.265502,50039.02,TRANSFER,CARD,Delhi,Web,DEV_bb6b80c7,565790.59,515751.57,3921,1,0,,,
TXN_b4c5a23540,USER_0030,2026-05-14 19:30:10.265518,2114.62,RECHARGE,WALLET,Mumbai,iPhone,DEV_3c6729a6,26735.81,24621.19,3509,1,0,,,
TXN_40b96e969f,USER_0031,2026-05-14 09:09:16.265533,3156.45,GROCERY,CARD,Mumbai,Android,DEV_e584c1e8,791916.99,788760.54,3516,1,0,,,
TXN_29fa291aa4,USER_0032,2026-05-14 21:01:23.265548,1861.35,ENTERTAINMENT,BANK_TRANSFER,Chennai,iPhone,DEV_93408503,13429.4,11568.05,3659,1,0,,,
TXN_e4c7b34c3d,USER_0033,2026-05-14 12:01:33.265562,3554.22,GROCERY,ATM,Delhi,Web,DEV_1c7f3ecc,488680.54,485126.32,486,1,0,,,
TXN_b8a6a7864b,USER_0034,2026-05-14 16:10:27.265576,36529.05,SHOPPING,CARD,Mumbai,Android,DEV_94460c72,1258615.06,1222086.01,1477,1,0,,,
TXN_13d19b655f,USER_0035,2026-05-14 14:54:26.265591,189.21,SHOPPING,UPI,Bangalore,Android,DEV_005866c0,7742.22,7553.01,3998,1,0,,,
TXN_4583f9c463,USER_0036,2026-05-14 19:42:23.265606,280.83,RECHARGE,BANK_TRANSFER,Hyderabad,Web,DEV_ed256e69,18742.78,18461.95,705,1,0,,,
TXN_8a4da3485f,USER_0037,2026-05-14 11:06:35.265621,14157.13,VENDOR,ATM,Bangalore,iPhone,DEV_50c59523,4099129.62,4084972.49,1082,1,0,,,
TXN_6a440be151,USER_0038,2026-05-14 16:26:12.265639,403.97,TRAVEL,BANK_TRANSFER,Pune,Android,DEV_2bf0dfbf,40215.03,39811.06,2894,1,0,,,
TXN_c3d030743a,USER_0039,2026-05-14 09:38:23.265653,1572.84,BILLS,ATM,Pune,iPhone,DEV_86bb50ee,101863.91,100291.07,2036,1,0,,,
TXN_2da7ac96fc,USER_0040,2026-05-14 14:07:09.265668,555.56,FOOD,CARD,Pune,Web,DEV_2e3edbee,11386.56,10831.0,520,1,0,,,
TXN_8e2915402f,USER_0041,2026-05-14 20:42:45.265683,3796.67,BILLS,UPI,Delhi,Android,DEV_2eb4f10d,253103.32,249306.65,121,1,0,,,
TXN_bccf65baf8,USER_0042,2026-05-14 00:00:19.265698,13838.68,SHOPPING,UPI,Kolkata,Web,DEV_483f91a1,1022415.46,1008576.78,98,1,0,,,
TXN_4c05e5b1e9,USER_0043,2026-05-14 15:39:55.265713,597.82,FOOD,WALLET,Kolkata,Web,DEV_fcea5d11,24304.17,23706.35,1272,1,0,,,
TXN_2c59497c5a,USER_0044,2026-05-14 10:31:22.265729,6432.91,BILLS,ATM,Chennai,Android,DEV_47a6e081,148914.56,142481.65,1164,1,0,,,
TXN_13af18d8ab,USER_0045,2026-05-14 11:41:07.265743,1673.37,ENTERTAINMENT,ATM,Chennai,iPhone,DEV_bd5ef3a1,14587.51,12914.14,726,1,0,,,
TXN_fcb806a876,USER_0046,2026-05-14 10:50:46.265758,211.05,ENTERTAINMENT,ATM,Mumbai,Web,DEV_8cdd2acf,14759.67,14548.62,3904,1,0,,,
TXN_3a7149914a,USER_0047,2026-05-14 09:01:24.265782,830.17,BILLS,UPI,Kolkata,Web,DEV_649b743a,173135.2,172305.03,3434,1,0,,,
TXN_231cc912de,USER_0048,2026-05-14 10:27:27.265801,1022.85,SHOPPING,CARD,Pune,Web,DEV_45eeb822,25259.26,24236.41,1971,1,0,,,
TXN_8afe20bb75,USER_0049,2026-05-14 21:53:23.265815,3144.94,FOOD,UPI,Hyderabad,iPhone,DEV_2eef78dd,98573.97,95429.03,2572,1,0,,,
TXN_8b3be53fb9,USER_0050,2026-05-14 01:57:29.265830,2447.73,RECHARGE,CARD,Delhi,Android,DEV_525e9f39,20807.53,18359.8,3578,1,0,,,
TXN_8e68450563,USER_0051,2026-05-14 16:38:39.265847,378.17,RECHARGE,CARD,Bangalore,Android,DEV_1d27e0b0,8141.98,7763.81,1462,1,0,,,
TXN_3679e0ebca,USER_0052,2026-05-14 07:05:19.265862,3321.21,MEDICAL,ATM,Bangalore,Web,DEV_8b25fb0b,691376.46,688055.25,3823,1,0,,,
